,Unnamed: 0,starttime,endtime,sampling_rate,st,ch,date_time_id,distance,azimuth,b_azimuth
402,402,2016-07-19T13:42:36.000000Z,2016-07-19T13:48:46.000000Z,100.0,DAIG,HHE,2016.07.19.13.42.46,,,
403,403,2016-07-19T13:42:36.000000Z,2016-07-19T13:48:46.000000Z,100.0,PDIG,HHN,2016.07.19.13.42.46,,,
404,404,2016-07-19T13:42:36.000000Z,2016-07-19T13:48:46.000000Z,100.0,TGIG,HHZ,2016.07.19.13.42.46,,,
405,405,2016-07-19T13:42:36.000000Z,2016-07-19T13:48:46.000000Z,100.0,PPIG,HHN,2016.07.19.13.42.46,,,
406,406,2016-07-19T13:42:36.000000Z,2016-07-19T13:48:46.000000Z,100.0,MBIG,HHN,2016.07.19.13.42.46,,,
407,407,2016-07-19T13:42:36.000000Z,2016-07-19T13:48:46.000000Z,100.0,TUIG,HHE,2016.07.19.13.42.46,,,
408,408,2016-07-19T13:42:36.000000Z,2016-07-19T13:48:46.000000Z,100.0,CCIG,HHZ,2016.07.19.13.42.46,,,
409,409,2016-07-19T13:42:36.000000Z,2016-07-19T13:48:46.000000Z,100.0,CCIG,HHN,2016.07.19.13.42.46,,,
410,410,2016-07-19T13:42:36.000000Z,2016-07-19T13:48:46.000000Z,100.0,ANIG,HHN,2016.07.19.13.42.46,,,
411,411,2016-07-19T13:42:36.000000Z,2016-07-19T13:48:46.000000Z,100.0,MYIG,HHN,2016.07.19.13.42.46,,,
412,412,2016-07-19T13:42:36.000000Z,2016-07-19T13:48:46.000000Z,100.0,PCIG,HHN,2016.07.19.13.42.46,,,
413,413,2016-07-19T13:42:36.000000Z,2016-07-19T13:48:46.000000Z,100.0,CSIG,HHE,2016.07.19.13.42.46,,,
414,414,2016-07-19T13:42:36.000000Z,2016-07-19T13:48:46.000000Z,100.0,OXIG,HHN,2016.07.19.13.42.46,,,
415,415,2016-07-19T13:42:36.000000Z,2016-07-19T13:48:46.000000Z,100.0,TXIG,HHZ,2016.07.19.13.42.46,,,
416,416,2016-07-19T13:42:36.000000Z,2016-07-19T13:48:46.000000Z,100.0,CGIG,HHN,2016.07.19.13.42.46,,,
417,417,2016-07-19T13:42:36.000000Z,2016-07-19T13:48:46.000000Z,100.0,TPIG,HHN,2016.07.19.13.42.46,,,
418,418,2016-07-19T13:42:36.000000Z,2016-07-19T13:48:46.000000Z,100.0,MMIG,HHZ,2016.07.19.13.42.46,,,
419,419,2016-07-19T13:42:36.000000Z,2016-07-19T13:48:46.000000Z,100.0,LPIG,HHN,2016.07.19.13.42.46,,,
420,420,2016-07-19T13:42:36.000000Z,2016-07-19T13:48:46.000000Z,100.0,TUIG,HHN,2016.07.19.13.42.46,,,
421,421,2016-07-19T13:42:36.000000Z,2016-07-19T13:48:46.000000Z,100.0,YAIG,HHN,2016.07.19.13.42.46,,,
422,422,2016-07-19T13:42:36.000000Z,2016-07-19T13:48:46.000000Z,100.0,RPIG,HHN,2016.07.19.13.42.46,,,
423,423,2016-07-19T13:42:36.000000Z,2016-07-19T13:48:46.000000Z,100.0,GTIG,HHN,2016.07.19.13.42.46,,,
424,424,2016-07-19T13:42:36.000000Z,2016-07-19T13:48:46.000000Z,100.0,MBIG,HHE,2016.07.19.13.42.46,,,
425,425,2016-07-19T13:42:36.000000Z,2016-07-19T13:48:46.000000Z,100.0,CJIG,HHZ,2016.07.19.13.42.46,,,
426,426,2016-07-19T13:42:36.000000Z,2016-07-19T13:48:46.000000Z,100.0,TGIG,HHN,2016.07.19.13.42.46,,,
427,427,2016-07-19T13:42:36.000000Z,2016-07-19T13:48:46.000000Z,100.0,TJIG,HHN,2016.07.19.13.42.46,,,
428,428,2016-07-19T13:42:36.000000Z,2016-07-19T13:48:46.000000Z,100.0,NZIG,HHN,2016.07.19.13.42.46,,,
429,429,2016-07-19T13:42:36.000000Z,2016-07-19T13:48:46.000000Z,100.0,SCIG,HHZ,2016.07.19.13.42.46,,,
430,430,2016-07-19T13:42:36.000000Z,2016-07-19T13:48:46.000000Z,100.0,SSIG,HHZ,2016.07.19.13.42.46,,,
431,431,2016-07-19T13:42:36.000000Z,2016-07-19T13:48:46.000000Z,100.0,HUIG,HHZ,2016.07.19.13.42.46,,,
432,432,2016-07-19T13:42:36.000000Z,2016-07-19T13:48:46.000000Z,100.0,PPIG,HHE,2016.07.19.13.42.46,,,
433,433,2016-07-19T13:42:36.000000Z,2016-07-19T13:48:46.000000Z,100.0,TOIG,HHN,2016.07.19.13.42.46,,,
434,434,2016-07-19T13:42:36.000000Z,2016-07-19T13:48:46.000000Z,100.0,ZIIG,HHZ,2016.07.19.13.42.46,,,
435,435,2016-07-19T13:42:36.000000Z,2016-07-19T13:48:46.000000Z,100.0,TJIG,HHZ,2016.07.19.13.42.46,,,
436,436,2016-07-19T13:42:36.000000Z,2016-07-19T13:48:46.000000Z,100.0,ZIIG,HHN,2016.07.19.13.42.46,,,
437,437,2016-07-19T13:42:36.000000Z,2016-07-19T13:48:46.000000Z,100.0,CRIG,HHZ,2016.07.19.13.42.46,,,
438,438,2016-07-19T13:42:36.000000Z,2016-07-19T13:48:46.000000Z,100.0,MYIG,HHE,2016.07.19.13.42.46,,,
439,439,2016-07-19T13:42:36.000000Z,2016-07-19T13:48:46.000000Z,100.0,TSIG,HHE,2016.07.19.13.42.46,,,
440,440,2016-07-19T13:42:36.000000Z,2016-07-19T13:48:46.000000Z,100.0,DAIG,HHN,2016.07.19.13.42.46,,,
441,441,2016-07-19T13:42:36.000000Z,2016-07-19T13:48:46.000000Z,100.0,MNIG,HHN,2016.07.19.13.42.46,,,
442,442,2016-07-19T13:42:36.000000Z,2016-07-19T13:48:46.000000Z,100.0,TSIG,HHZ,2016.07.19.13.42.46,,,
443,443,2016-07-19T13:42:36.000000Z,2016-07-19T13:48:46.000000Z,100.0,MEIG,HHZ,2016.07.19.13.42.46,,,
444,444,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,MCIG,HHZ,2018.03.30.15.08.01,,,
445,445,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,TJIG,HHE,2018.03.30.15.08.01,,,
446,446,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,SSIG,HHN,2018.03.30.15.08.01,,,
447,447,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,CGIG,HHZ,2018.03.30.15.08.01,,,
448,448,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,ACIG,HHE,2018.03.30.15.08.01,,,
449,449,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,OXIG,HHE,2018.03.30.15.08.01,,,
450,450,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,MNIG,HHZ,2018.03.30.15.08.01,,,
451,451,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,LNIG,HHZ,2018.03.30.15.08.01,,,
452,452,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,DHIG,HHN,2018.03.30.15.08.01,,,
453,453,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,TGIG,HHE,2018.03.30.15.08.01,,,
454,454,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,IGIG,HHE,2018.03.30.15.08.01,,,
455,455,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,PEIG,HHZ,2018.03.30.15.08.01,,,
456,456,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,MEIG,HHE,2018.03.30.15.08.01,,,
457,457,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,DAIG,HHZ,2018.03.30.15.08.01,,,
458,458,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,ZIIG,HHE,2018.03.30.15.08.01,,,
459,459,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,LNIG,HHN,2018.03.30.15.08.01,,,
460,460,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,LPIG,HHE,2018.03.30.15.08.01,,,
461,461,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,TXIG,HHN,2018.03.30.15.08.01,,,
462,462,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,ACIG,HHN,2018.03.30.15.08.01,,,
463,463,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,FTIG,HHZ,2018.03.30.15.08.01,,,
464,464,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,TOIG,HHE,2018.03.30.15.08.01,,,
465,465,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,ZAIG,HHN,2018.03.30.15.08.01,,,
466,466,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,CSIG,HHN,2018.03.30.15.08.01,,,
467,467,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,HLIG,HHE,2018.03.30.15.08.01,,,
468,468,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,ARIG,HHN,2018.03.30.15.08.01,,,
469,469,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,TSIG,HHN,2018.03.30.15.08.01,,,
470,470,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,YOIG,HHE,2018.03.30.15.08.01,,,
471,471,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,MYIG,HHZ,2018.03.30.15.08.01,,,
472,472,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,THIG,HHN,2018.03.30.15.08.01,,,
473,473,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,TPIG,HHE,2018.03.30.15.08.01,,,
474,474,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,SRIG,HHZ,2018.03.30.15.08.01,,,
475,475,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,TUIG,HHZ,2018.03.30.15.08.01,,,
476,476,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,SRIG,HHN,2018.03.30.15.08.01,,,
477,477,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,HPIG,HHN,2018.03.30.15.08.01,,,
478,478,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,MOIG,HHE,2018.03.30.15.08.01,,,
479,479,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,AAIG,HHZ,2018.03.30.15.08.01,,,
480,480,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,YAIG,HHE,2018.03.30.15.08.01,,,
481,481,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,TPIG,HHZ,2018.03.30.15.08.01,,,
482,482,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,MBIG,HHZ,2018.03.30.15.08.01,,,
483,483,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,MOIG,HHN,2018.03.30.15.08.01,,,
484,484,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,AAIG,HHN,2018.03.30.15.08.01,,,
485,485,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,ARIG,HHZ,2018.03.30.15.08.01,,,
486,486,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,HPIG,HHZ,2018.03.30.15.08.01,,,
487,487,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,HSIG,HHZ,2018.03.30.15.08.01,,,
488,488,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,LPIG,HHZ,2018.03.30.15.08.01,,,
489,489,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,YOIG,HHZ,2018.03.30.15.08.01,,,
490,490,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,NZIG,HHZ,2018.03.30.15.08.01,,,
491,491,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,MMIG,HHN,2018.03.30.15.08.01,,,
492,492,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,HSIG,HHN,2018.03.30.15.08.01,,,
493,493,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,DHIG,HHE,2018.03.30.15.08.01,,,
494,494,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,CSIG,HHZ,2018.03.30.15.08.01,,,
495,495,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,THIG,HHZ,2018.03.30.15.08.01,,,
496,496,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,PDIG,HHZ,2018.03.30.15.08.01,,,
497,497,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,PLIG,HHZ,2018.03.30.15.08.01,,,
498,498,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,CMIG,HHE,2018.03.30.15.08.01,,,
499,499,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,ARIG,HHE,2018.03.30.15.08.01,,,
500,500,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,MCIG,HHE,2018.03.30.15.08.01,,,
501,501,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,HPIG,HHE,2018.03.30.15.08.01,,,
502,502,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,HUIG,HHN,2018.03.30.15.08.01,,,
503,503,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,PLIG,HHE,2018.03.30.15.08.01,,,
504,504,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,TLIG,HHN,2018.03.30.15.08.01,,,
505,505,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,CGIG,HHE,2018.03.30.15.08.01,,,
506,506,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,PEIG,HHE,2018.03.30.15.08.01,,,
507,507,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,HLIG,HHN,2018.03.30.15.08.01,,,
508,508,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,SPIG,HHZ,2018.03.30.15.08.01,,,
509,509,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,PLIG,HHN,2018.03.30.15.08.01,,,
510,510,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,DHIG,HHZ,2018.03.30.15.08.01,,,
511,511,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,LNIG,HHE,2018.03.30.15.08.01,,,
512,512,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,TXIG,HHE,2018.03.30.15.08.01,,,
513,513,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,PNIG,HHN,2018.03.30.15.08.01,,,
514,514,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,CJIG,HHN,2018.03.30.15.08.01,,,
515,515,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,CAIG,HHE,2018.03.30.15.08.01,,,
516,516,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,LVIG,HHN,2018.03.30.15.08.01,,,
517,517,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,CRIG,HHN,2018.03.30.15.08.01,,,
518,518,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,ZAIG,HHE,2018.03.30.15.08.01,,,
519,519,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,HLIG,HHZ,2018.03.30.15.08.01,,,
520,520,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,SSIG,HHE,2018.03.30.15.08.01,,,
521,521,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,CMIG,HHZ,2018.03.30.15.08.01,,,
522,522,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,THIG,HHE,2018.03.30.15.08.01,,,
523,523,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,MEIG,HHN,2018.03.30.15.08.01,,,
524,524,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,MCIG,HHN,2018.03.30.15.08.01,,,
525,525,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,OXIG,HHZ,2018.03.30.15.08.01,,,
526,526,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,LVIG,HHZ,2018.03.30.15.08.01,,,
527,527,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,SRIG,HHE,2018.03.30.15.08.01,,,
528,528,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,MNIG,HHE,2018.03.30.15.08.01,,,
529,529,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,SPIG,HHE,2018.03.30.15.08.01,,,
530,530,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,PPIG,HHZ,2018.03.30.15.08.01,,,
531,531,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,MOIG,HHZ,2018.03.30.15.08.01,,,
532,532,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,NZIG,HHE,2018.03.30.15.08.01,,,
533,533,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,CAIG,HHN,2018.03.30.15.08.01,,,
534,534,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,HUIG,HHE,2018.03.30.15.08.01,,,
535,535,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,LVIG,HHE,2018.03.30.15.08.01,,,
536,536,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,YOIG,HHN,2018.03.30.15.08.01,,,
537,537,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,CAIG,HHZ,2018.03.30.15.08.01,,,
538,538,2018-03-30T15:07:51.000000Z,2018-03-30T15:14:01.000000Z,100.0,CRIG,HHE,2018.03.30.15.08.01,,,
